4233,"SL-3 R/B",RB,CIS,,TTMTR,1969-11-15,1969-11-23
4234,"COSMOS 309 DEB",DEB,CIS,,PKMTR,1969-11-12,1969-11-26
4235,"COSMOS 309 DEB",DEB,CIS,,PKMTR,1969-11-12,1969-11-25
4236,"COSMOS 309 DEB",DEB,CIS,,PKMTR,1969-11-12,1969-11-30
4237,"OPS 7613 (P/L 4)",,US,,AFWTR,1969-09-30,0000-00-00
4238,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1978-12-30
4239,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1980-08-25
4240,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1980-05-24
4241,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1980-10-09
4242,"SCOUT B DEB",DEB,US,,AFWTR,1969-11-08,1981-10-07
4243,"SCOUT B DEB",DEB,US,,AFWTR,1969-11-08,1981-08-24
4244,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1979-06-11
4245,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1986-07-25
4246,"APOLLO 12 LM (APS)",,US,,AFETR,1969-11-14,1969-11-20
4247,"OPS 7613 (P/L 5)",,US,,AFWTR,1969-09-30,0000-00-00
4248,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1978-11-21
4249,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,0000-00-00
4250,"SKYNET 1",,UK,,AFETR,1969-11-22,0000-00-00
4251,"DELTA 1 R/B",RB,US,,AFETR,1969-11-22,0000-00-00
4252,"COSMOS 311",,CIS,,PKMTR,1969-11-24,1970-03-10
4253,"SL-7 R/B",RB,CIS,,PKMTR,1969-11-24,1970-01-19
4254,"COSMOS 312",,CIS,,PKMTR,1969-11-24,0000-00-00
4255,"SL-8 R/B",RB,CIS,,PKMTR,1969-11-24,0000-00-00
4256,"OPS 7613 (P/L 1)",,US,,AFWTR,1969-09-30,0000-00-00
4257,"TIMATION 2",,US,,AFWTR,1969-09-30,0000-00-00
4258,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1989-09-16
4259,"OPS 7613 (P/L 3)",,US,,AFWTR,1969-09-30,0000-00-00
4260,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1990-09-29
4261,"SCOUT B DEB",DEB,US,,AFWTR,1969-11-08,1980-07-11
4262,"COSMOS 313",,CIS,,PKMTR,1969-12-03,1969-12-15
4263,"SL-4 R/B",RB,CIS,,PKMTR,1969-12-03,1969-12-06
4264,"OPS 6617",,US,,AFWTR,1969-12-04,1970-01-10
4265,"SCOUT B DEB",DEB,US,,AFWTR,1969-11-08,1981-04-13
4266,"COSMOS 314",,CIS,,PKMTR,1969-12-11,1970-03-22
4267,"SL-7 R/B",RB,CIS,,PKMTR,1969-12-11,1970-01-27
4268,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1990-01-19
4269,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1979-05-15
4270,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1980-06-16
4271,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1980-02-23
4272,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1970-09-09
4273,"COSMOS 315",,CIS,,PKMTR,1969-12-20,1979-03-25
4274,"SL-8 R/B",RB,CIS,,PKMTR,1969-12-20,1979-04-02
4275,"SL-8 DEB",DEB,CIS,,PKMTR,1969-12-20,1970-04-29
4276,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,0000-00-00
4277,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,0000-00-00
4278,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1988-08-13
4279,"SL-8 DEB *",DEB,CIS,,PKMTR,1969-12-20,1971-10-10
4280,"COSMOS 317",,CIS,,PKMTR,1969-12-23,1970-01-05
4281,"SL-4 R/B",RB,CIS,,PKMTR,1969-12-23,1969-12-28
4282,"COSMOS 316",,CIS,,TTMTR,1969-12-23,1970-08-28
4283,"COSMOS 316 DEB",DEB,CIS,,TTMTR,1969-12-23,1970-01-01
4284,"SL-11 R/B",RB,CIS,,TTMTR,1969-12-23,1970-01-28
4285,"INTERCOSMOS 2",,CIS,,KYMTR,1969-12-25,1970-06-08
4286,"SL-7 R/B",RB,CIS,,KYMTR,1969-12-25,1970-03-21
4287,"SL-8 DEB",DEB,CIS,,PKMTR,1969-12-20,1970-06-13
4288,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1970-09-12
4289,"SL-3 DEB",DEB,CIS,,PKMTR,1969-03-26,1970-12-26
4290,"COSMOS 317 DEB",DEB,CIS,,PKMTR,1969-12-23,1970-01-08
4291,"COSMOS 317 DEB",DEB,CIS,,PKMTR,1969-12-23,1970-01-09
4292,"COSMOS 318",,CIS,,TTMTR,1970-01-09,1970-01-21
4293,"SL-4 R/B",RB,CIS,,TTMTR,1970-01-09,1970-01-15
4294,"SL-8 DEB",DEB,CIS,,PKMTR,1969-12-20,1970-05-14
4295,"OPS 7613 (P/L 6)",,US,,AFWTR,1969-09-30,0000-00-00
4296,"OPS 6531",,US,,AFWTR,1970-01-14,1970-02-01
4297,"INTELSAT 3-F6",,ITSO,,AFETR,1970-01-15,0000-00-00
4298,"DELTA 1 R/B",RB,US,,AFETR,1970-01-15,0000-00-00
4299,"COSMOS 319",,CIS,,PKMTR,1970-01-15,1970-07-01
4300,"SL-7 R/B",RB,CIS,,PKMTR,1970-01-15,1970-05-01
4301,"COSMOS 320",,CIS,,KYMTR,1970-01-16,1970-02-10
4302,"SL-7 R/B",RB,CIS,,KYMTR,1970-01-16,1970-01-28
4303,"SL-7 DEB",DEB,CIS,,KYMTR,1970-01-16,1970-01-24
4304,"SL-7 DEB",DEB,CIS,,KYMTR,1970-01-16,1970-02-11
4305,"SL-7 DEB",DEB,CIS,,KYMTR,1970-01-16,1970-03-03
4306,"SL-7 DEB",DEB,CIS,,KYMTR,1970-01-16,1970-01-24
4307,"SL-7 DEB",DEB,CIS,,KYMTR,1970-01-16,1970-01-29
4308,"COSMOS 321",,CIS,,PKMTR,1970-01-20,1970-03-23
4309,"SL-7 R/B",RB,CIS,,PKMTR,1970-01-20,1970-03-07
4310,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1982-04-08
4311,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,0000-00-00
4312,"OPS 7613 DEB",DEB,US,,AFWTR,1969-09-30,1983-05-26
4313,"SL-7 DEB",DEB,CIS,,PKMTR,1970-01-20,1970-01-25
4314,"SL-7 DEB",DEB,CIS,,PKMTR,1970-01-20,1970-01-29
4315,"COSMOS 322",,CIS,,PKMTR,1970-01-21,1970-01-29
4316,"SL-3 R/B",RB,CIS,,PKMTR,1970-01-21,1970-01-25
4317,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1982-11-12
4318,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,2012-12-01
4319,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1981-11-06
4320,"ITOS 1 (TIROS M)",,US,,AFWTR,1970-01-23,0000-00-00
4321,"OSCAR 5",,AUS,,AFWTR,1970-01-23,0000-00-00
4322,"DELTA 1 R/B",RB,US,,AFWTR,1970-01-23,0000-00-00
4323,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1971-02-03
4324,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1970-05-10
4325,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,2000-10-21
4326,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,0000-00-00
4327,"SERT 2",,US,,AFWTR,1970-02-04,0000-00-00
4328,"COSMOS 323",,CIS,,PKMTR,1970-02-10,1970-02-18
4329,"SL-3 R/B",RB,CIS,,PKMTR,1970-02-10,1970-02-15
4330,"OSUMI (LAMBDA-4S)",,JPN,,KSCUT,1970-02-11,2003-08-02
4331,"OPS 0054 (DMSP 5A F1)",,US,,AFWTR,1970-02-11,0000-00-00
4332,"THOR BURNER 2 R/B",RB,US,,AFWTR,1970-02-11,0000-00-00
4333,"SL-6 PLAT",,CIS,,PKMTR,1970-02-19,1970-03-09
4334,"SL-6 R/B(1)",RB,CIS,,PKMTR,1970-02-19,1970-03-11
4335,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1973-05-07
4336,"MOLNIYA 1-13",,CIS,,PKMTR,1970-02-19,1975-09-29
4337,"SL-6 R/B(2)",RB,CIS,,PKMTR,1970-02-19,1976-01-09
4338,"COSMOS 324",,CIS,,PKMTR,1970-02-27,1970-05-23
4339,"SL-7 R/B",RB,CIS,,PKMTR,1970-02-27,1970-04-11
4340,"COSMOS 325",,CIS,,PKMTR,1970-03-04,1970-03-12
4341,"SL-3 R/B",RB,CIS,,PKMTR,1970-03-04,1970-03-10
4342,"OPS 0440",,US,,AFWTR,1970-03-04,1970-03-26
4343,"OPS 3402",,US,,AFWTR,1970-03-04,1971-11-10
4344,"WIKA (DIAL)",,GER,,FRGUI,1970-03-10,1978-10-05
4345,"DIAMANT R/B(MIKA)",RB,FR,,FRGUI,1970-03-10,1974-09-09
4346,"COSMOS 326",,CIS,,PKMTR,1970-03-13,1970-03-21
4347,"SL-3 R/B",RB,CIS,,PKMTR,1970-03-13,1970-03-23
4348,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1990-11-28
4349,"METEOR 1-3",,CIS,,PKMTR,1970-03-17,1983-11-18
4350,"SL-3 R/B",RB,CIS,,PKMTR,1970-03-17,1982-11-26
4351,"COSMOS 327",,CIS,,PKMTR,1970-03-18,1971-01-19
4352,"SL-7 R/B",RB,CIS,,PKMTR,1970-03-18,1970-09-27
4353,"NATO 2A",,NATO,,AFETR,1970-03-20,0000-00-00
4354,"DELTA 1 R/B",RB,US,,AFETR,1970-03-20,0000-00-00
4355,"COSMOS 328",,CIS,,PKMTR,1970-03-27,1970-04-09
4356,"SL-4 R/B",RB,CIS,,PKMTR,1970-03-27,1970-04-01
4357,"COSMOS 329",,CIS,,PKMTR,1970-04-03,1970-04-15
4358,"SL-4 R/B",RB,CIS,,PKMTR,1970-04-03,1970-04-05
4359,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1980-10-01
4360,"COSMOS 330",,CIS,,PKMTR,1970-04-07,1979-06-12
4361,"SL-8 R/B",RB,CIS,,PKMTR,1970-04-07,1979-11-10
4362,"NIMBUS 4",,US,,AFWTR,1970-04-08,1980-09-30
4363,"TOPO 1",,US,,AFWTR,1970-04-08,0000-00-00
4364,"COSMOS 331",,CIS,,TTMTR,1970-04-08,1970-04-16
4365,"SL-3 R/B",RB,CIS,,TTMTR,1970-04-08,1970-04-16
4366,"OPS 7044 (VELA 12)",,US,,AFETR,1970-04-08,0000-00-00
4367,"THORAD AGENA D R/B",RB,US,,AFWTR,1970-04-08,0000-00-00
4368,"OPS 7033 (VELA 11)",,US,,AFETR,1970-04-08,0000-00-00
4369,"COSMOS 332",,CIS,,PKMTR,1970-04-11,0000-00-00
4370,"SL-8 R/B",RB,CIS,,PKMTR,1970-04-11,0000-00-00
4371,"APOLLO 13 CM",,US,,AFETR,1970-04-11,1970-04-17
4372,"SATURN 5 R/B",RB,US,,AFETR,1970-04-11,1970-04-15
4373,"COSMOS 333",,CIS,,PKMTR,1970-04-15,1970-04-28
4374,"SL-4 R/B",RB,CIS,,PKMTR,1970-04-15,1970-04-18
4375,"OPS 2863",,US,,AFWTR,1970-04-15,1970-05-06
4376,"INTELSAT 3-F7",,ITSO,,AFETR,1970-04-23,0000-00-00
4377,"DELTA 1 R/B",RB,US,,AFETR,1970-04-23,0000-00-00
4378,"COSMOS 334",,CIS,,PKMTR,1970-04-23,1970-08-09
4379,"SL-7 R/B",RB,CIS,,PKMTR,1970-04-23,1970-05-16
4380,"COSMOS 335",,CIS,,KYMTR,1970-04-24,1970-06-22
4381,"SL-7 R/B",RB,CIS,,KYMTR,1970-04-24,1970-05-17
4382,DFH-1,,PRC,"This DFH (Dong Fang Hong - Red is East) Chinese communications satellite contained a radio transmitter. It was the first Chinese experimental satellite launched by a LM-1 booster into a 441 x 2286 km orbit inclined at 68.4 deg. from a launch facility near Lop Nor. The primary satellite mission was to broadcast the song ""Dong Fang Hong"", paying tribute to Chairman Mao, and to announce the time. The satellite was spherically shaped with a one meter diameter. It ceased transmitting in June 1970. This was the first satellite launched by China on its own booster, making China the fifth nation to put a spacecraft into orbit using its own rocket.",JSC,1970-04-24,0000-00-00
4383,"COSMOS 336",,CIS,,PKMTR,1970-04-25,0000-00-00
4384,"COSMOS 337",,CIS,,PKMTR,1970-04-25,0000-00-00
4385,"COSMOS 338",,CIS,,PKMTR,1970-04-25,0000-00-00
4386,"COSMOS 339",,CIS,,PKMTR,1970-04-25,0000-00-00
4387,"COSMOS 340",,CIS,,PKMTR,1970-04-25,0000-00-00
4388,"COSMOS 341",,CIS,,PKMTR,1970-04-25,0000-00-00
4389,"COSMOS 342",,CIS,,PKMTR,1970-04-25,0000-00-00
4390,"COSMOS 343",,CIS,,PKMTR,1970-04-25,0000-00-00
4391,"SL-8 R/B",RB,CIS,,PKMTR,1970-04-25,0000-00-00
4392,"CZ-1 R/B",RB,PRC,,JSC,1970-04-24,2000-12-29
4393,"METEOR 1-4",,CIS,,PKMTR,1970-04-28,2004-03-16
4394,"SL-3 R/B",RB,CIS,,PKMTR,1970-04-28,0000-00-00
4395,"COSMOS 333 DEB",DEB,CIS,,PKMTR,1970-04-15,1970-05-02
4396,"COSMOS 333 DEB",DEB,CIS,,PKMTR,1970-04-15,1970-05-09
4397,"COSMOS 334 DEB",DEB,CIS,,PKMTR,1970-04-23,1970-07-08
4398,"COSMOS 334 DEB",DEB,CIS,,PKMTR,1970-04-23,1970-05-25
4399,"COSMOS 334 DEB",DEB,CIS,,PKMTR,1970-04-23,1970-05-16
4400,"CZ-1 DEB",DEB,PRC,,JSC,1970-04-24,1983-03-24
4401,"COSMOS 344",,CIS,,PKMTR,1970-05-12,1970-05-20
4402,"SL-3 R/B",RB,CIS,,PKMTR,1970-05-12,1970-05-20
4403,"COSMOS 345",,CIS,,TTMTR,1970-05-20,1970-05-28
4404,"SL-3 R/B",RB,CIS,,TTMTR,1970-05-20,1970-05-23
4405,"OPS 4720",,US,,AFWTR,1970-05-20,1970-06-17
4406,"OPS 8520",,US,,AFWTR,1970-05-20,1974-03-08
4407,"SOYUZ 9",,CIS,,TTMTR,1970-06-01,1970-06-19
4408,"SL-4 R/B",RB,CIS,,TTMTR,1970-06-01,1970-06-03
4409,"COSMOS 346",,CIS,,TTMTR,1970-06-10,1970-06-17
4410,"SL-3 R/B",RB,CIS,,TTMTR,1970-06-10,1970-06-13
4411,"COSMOS 347",,CIS,,KYMTR,1970-06-12,1971-11-07
4412,"SL-7 R/B",RB,CIS,,KYMTR,1970-06-12,1971-02-14
4413,"COSMOS 348",,CIS,,PKMTR,1970-06-13,1970-07-25
4414,"SL-7 R/B",RB,CIS,,PKMTR,1970-06-13,1970-07-09
4415,"SL-7 DEB",DEB,CIS,,PKMTR,1970-06-13,1970-06-17
4416,"COSMOS 349",,CIS,,PKMTR,1970-06-17,1970-06-25
4417,"SL-3 R/B",RB,CIS,,PKMTR,1970-06-17,1970-06-22
4418,"OPS 5346",,US,,AFETR,1970-06-19,0000-00-00
4419,"METEOR 1-5",,CIS,,PKMTR,1970-06-23,0000-00-00
4420,"SL-3 R/B",RB,CIS,,PKMTR,1970-06-23,0000-00-00
4421,"COSMOS 252 DEB *",DEB,CIS,,TTMTR,1968-11-01,0000-00-00
4422,"OPS 6820",,US,,AFWTR,1970-06-25,1970-07-06
4423,"SL-6 R/B(1)",RB,CIS,,PKMTR,1970-06-26,1970-07-17
4424,"SL-6 PLAT",,CIS,,PKMTR,1970-06-26,1970-07-25
4425,"COSMOS 350",,CIS,,TTMTR,1970-06-26,1970-07-08
4426,"SL-4 R/B",RB,CIS,,TTMTR,1970-06-26,1970-06-29
4427,"COSMOS 351",,CIS,,PKMTR,1970-06-27,1970-10-13
4428,"SL-7 R/B",RB,CIS,,PKMTR,1970-06-27,1970-08-18
4429,"TITAN 3C TRANSTAGE DEB",DEB,US,,AFETR,1965-12-21,1975-12-29
4430,"MOLNIYA 1-14",,CIS,,PKMTR,1970-06-26,1976-02-16
4431,"SL-6 R/B(2)",RB,CIS,,PKMTR,1970-06-26,1976-03-02
4432,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,0000-00-00
4433,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1979-04-19
4434,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1980-01-05
4435,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,0000-00-00
4436,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1990-11-20
4437,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1981-06-22
4438,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,0000-00-00
4439,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1972-05-09
4440,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1988-10-13
4441,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1992-02-02
4442,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,2014-03-04
4443,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1970-07-28
4444,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,2001-12-08
4445,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1997-04-24
4446,"COSMOS 352",,CIS,,TTMTR,1970-07-07,1970-07-16
4447,"SL-3 R/B",RB,CIS,,TTMTR,1970-07-07,1970-07-12
4448,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1978-09-16
4449,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,0000-00-00
4450,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1981-12-18
4451,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,0000-00-00
4452,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1985-04-25
4453,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,0000-00-00
4454,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1981-10-25
4455,"COSMOS 353",,CIS,,PKMTR,1970-07-09,1970-07-21
4456,"SL-4 R/B",RB,CIS,,PKMTR,1970-07-09,1970-07-16
4457,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1970-10-19
4458,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,2014-09-07
4459,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1981-05-04
4460,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1984-03-08
4461,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1974-06-13
4462,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1982-03-26
4463,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1978-07-08
4464,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1981-04-02
4465,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1989-09-18
4466,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1990-07-13
4467,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1990-03-10
4468,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,0000-00-00
4469,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1980-11-30
4470,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1981-09-15
4471,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1983-10-17
4472,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1980-07-21
4473,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1981-02-18
4474,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1979-11-14
4475,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,2002-05-12
4476,"TITAN 3C TRANSTAGE DEB",DEB,US,,AFETR,1965-12-21,2012-11-11
4477,"OPS 4324",,US,,AFWTR,1970-07-23,1970-08-19
4478,"INTELSAT 3-F8",,ITSO,,AFETR,1970-07-23,0000-00-00
4479,"SL-11 PLAT",,CIS,,TTMTR,1970-07-28,1970-07-29
4480,"SL-11 R/B",RB,CIS,,TTMTR,1970-07-28,1970-07-29
4481,"COSMOS 354",,CIS,,TTMTR,1970-07-28,1970-07-28
4482,"INTERCOSMOS 3",,CIS,,KYMTR,1970-08-07,1970-12-06
4483,"SL-7 R/B",RB,CIS,,KYMTR,1970-08-07,1970-11-17
4484,"COSMOS 355",,CIS,,PKMTR,1970-08-07,1970-08-15
4485,"SL-3 R/B",RB,CIS,,PKMTR,1970-08-07,1970-08-14
4486,"DELTA 1 R/B",RB,US,,AFETR,1970-07-23,2019-05-27
4487,"COSMOS 356",,CIS,,PKMTR,1970-08-10,1970-10-02
4488,"SL-7 R/B",RB,CIS,,PKMTR,1970-08-10,1970-10-01
4489,"VENERA 7",,CIS,,TTMTR,1970-08-17,1970-12-15
4490,"SL-6 R/B",RB,CIS,,TTMTR,1970-08-17,1970-08-18
4491,"SL-6 PLAT",,CIS,,TTMTR,1970-08-17,1970-08-18
4492,"OPS 7874",,US,,AFWTR,1970-08-18,1970-09-04
4493,"SKYNET 1B",,UK,,AFETR,1970-08-19,0000-00-00
4494,"MIDAS 5 DEB",DEB,US,,AFWTR,1962-04-09,1977-05-22
4495,"COSMOS 357",,CIS,,PKMTR,1970-08-19,1970-11-24
4496,"SL-7 R/B",RB,CIS,,PKMTR,1970-08-19,1970-10-15
4497,"COSMOS 358",,CIS,,PKMTR,1970-08-20,1990-06-26
4498,"SL-8 R/B",RB,CIS,,PKMTR,1970-08-20,1979-07-07
4499,"DELTA 1 DEB",DEB,US,,AFWTR,1968-08-16,0000-00-00
4500,"COSMOS 249 DEB",DEB,CIS,,TTMTR,1968-10-20,1970-12-12
4501,"COSMOS 359",,CIS,,TTMTR,1970-08-22,1970-11-06
4502,"SL-6 PLAT",,CIS,,TTMTR,1970-08-22,1970-08-29
4503,"OPS 8329",,US,,AFWTR,1970-08-26,1975-03-26
4504,"SL-6 R/B",RB,CIS,,TTMTR,1970-08-22,1970-09-11
4505,"SL-6 DEB",DEB,CIS,,TTMTR,1970-08-22,1971-10-06
4506,"SL-6 DEB",DEB,CIS,,TTMTR,1970-08-22,1970-09-09
4507,"NNSS 19 (TRANSIT 19)",,US,,AFWTR,1970-08-27,0000-00-00
4508,"COSMOS 360",,CIS,,TTMTR,1970-08-29,1970-09-09
4509,"SL-4 R/B",RB,CIS,,TTMTR,1970-08-29,1970-09-02
4510,"OPS 7329",,US,,AFETR,1970-09-01,0000-00-00
4511,"ATLAS AGENA D R/B",RB,US,,AFETR,1970-06-19,0000-00-00
4512,"OPS 0203 (DMSP 5A F2)",,US,,AFWTR,1970-09-03,0000-00-00
4513,"THOR BURNER 2 R/B",RB,US,,AFWTR,1970-09-03,0000-00-00
4514,"SL-8 DEB",DEB,CIS,,PKMTR,1970-08-20,1970-10-29
4515,"SCOUT A R/B",RB,US,,AFWTR,1970-08-27,0000-00-00
4516,"COSMOS 360 DEB",DEB,CIS,,TTMTR,1970-08-29,1970-09-09
4517,"COSMOS 360 DEB",DEB,CIS,,TTMTR,1970-08-29,1970-09-11
4518,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1993-06-05
4519,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,0000-00-00
4520,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1977-12-20
4521,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1980-10-18
4522,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1978-05-08
4523,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1993-08-26
4524,"COSMOS 361",,CIS,,PKMTR,1970-09-08,1970-09-21
4525,"SL-4 R/B",RB,CIS,,PKMTR,1970-09-08,1970-09-14
4526,"COSMOS 360 DEB",DEB,CIS,,TTMTR,1970-08-29,1970-09-11
4527,"LUNA 16",,CIS,,TTMTR,1970-09-12,1970-09-24
4528,"SL-12 R/B",RB,CIS,,TTMTR,1970-09-12,1970-09-15
4529,"SL-12 PLAT",,CIS,,TTMTR,1970-09-12,1970-09-15
4530,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,2014-04-18
4531,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1990-07-31
4532,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1979-03-04
4533,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1981-05-01
4534,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1983-12-25
4535,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1978-06-13
4536,"COSMOS 362",,CIS,,PKMTR,1970-09-16,1971-10-13
4537,"SL-7 R/B",RB,CIS,,PKMTR,1970-09-16,1971-03-28
4538,"COSMOS 363",,CIS,,TTMTR,1970-09-17,1970-09-29
4539,"SL-4 R/B",RB,CIS,,TTMTR,1970-09-17,1970-09-22
4540,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1972-02-03
4541,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1979-12-29
4542,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1970-12-28
4543,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1990-08-03
4544,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1980-07-22
4545,"COSMOS 361 DEB",DEB,CIS,,PKMTR,1970-09-08,1970-10-05
4546,"COSMOS 361 DEB",DEB,CIS,,PKMTR,1970-09-08,1970-09-26
4547,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,0000-00-00
4548,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1982-02-12
4549,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1981-08-19
4550,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1978-01-05
4551,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,1981-10-26
4552,"THORAD AGENA D DEB",DEB,US,,AFWTR,1969-09-30,2014-12-28
4553,"COSMOS 364",,CIS,,PKMTR,1970-09-22,1970-10-02
4554,"SL-4 R/B",RB,CIS,,PKMTR,1970-09-22,1970-09-28
4555,"SCOUT A DEB",DEB,US,,AFWTR,1966-05-19,0000-00-00
4556,"COSMOS 365",,CIS,,TTMTR,1970-09-25,1970-09-25
4557,"SL-11 PLAT",,CIS,,TTMTR,1970-09-25,1970-09-26
4558,"SL-11 R/B",RB,CIS,,TTMTR,1970-09-25,1970-09-25
4559,"SL-6 PLAT",,CIS,,PKMTR,1970-09-29,1970-10-23
4560,"SL-6 R/B(1)",RB,CIS,,PKMTR,1970-09-29,1970-10-16
4561,"COSMOS 366",,CIS,,TTMTR,1970-10-01,1970-10-13
4562,"SL-4 R/B",RB,CIS,,TTMTR,1970-10-01,1970-10-06
4563,"COSMOS 364 DEB",DEB,CIS,,PKMTR,1970-09-22,1970-10-09
4564,"COSMOS 367",,CIS,,TTMTR,1970-10-03,0000-00-00
